"Zona geográfica","Li","Na","Mg","Al","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Rb","Sr","Mo","Pd","Ag","Cd","Sn","Sb","Hg","207_Pb","208_Pb","Columna58","Columna59","Columna60","Columna61","Columna62","Columna63","Columna64","Columna65","Columna66","Columna67","Columna68","Columna69","Columna70","Columna71","Columna72","Columna73","Columna74","Columna75","Columna76","Columna77","Columna78","Columna79","Columna80","Columna81","Columna82","Columna83","Columna84","Columna85","Columna86","Columna87","Columna88","Columna89","Columna90","Columna91","Columna92","Columna93","Columna94","Columna95","Columna96","Columna97","Columna98","Columna99","Columna100","Columna101","Columna102","Columna103","Columna104","Columna105","Columna106","Columna107","Columna108","Columna109","Columna110","Columna111","Columna112","Columna113","Columna114","Columna115","Columna116","Columna117","Columna118","Columna119","Columna120","Columna121","Columna122","Columna123","Columna124","Columna125","Columna126","Columna127","Columna128","Columna129","Columna130","Columna131","Columna132","Columna133","Columna134","Columna135","Columna136","Columna137","Columna138","Columna139","Columna140","Columna141","Columna142","Columna143","Columna144","Columna145","Columna146"
"Valle de Uco",0.0001,5.74783171558831,23.1604358658181,3.12561608339051,25.192701551927,0.106661194448466,0.007768582221199,0.003978407017734,0.706495980393785,6.2914197778393,0.010584397731455,0.014724419659212,0.261340394798655,1.4489975533821,0.002296864148229,0.0001,0.308354102770061,0.226052063419736,0.000239249520638,0.042838918016889,0.002257235336352,0.000372191053521,0.064642304237709,0.02823686397118,0.0001,0.055772715846915,0.067939420040215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.011240556151731,1.12670495137476,58.7628529697965,0.377650485605397,33.5032839914491,0.03245272541515,0.0001,0.008071346637075,1.10728021530334,2.37189835242221,0.001649389560507,0.006848112727909,0.4279639845673,0.893874592948693,0.008513044091752,0.0001,0.25739443047468,0.142763875666725,0.026329546752784,0.080135978194543,0.023710074723726,0.002022528236762,0.154590361696389,0.053465370772516,0.045661908624427,0.022538750880305,0.022976375011134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",5.42746730003406E-05,2.88422176915879,19.5725115162598,1.84016146104815,21.9286511269084,0.055822687245043,0.000220543076504,0.040940235032366,0.440065685781202,4.28099621978829,0.006076850343423,0.0001,0.195414016206223,1.06971168858354,0.005396221468745,0.006826424516838,0.304126423778755,0.192850393286244,0.062958866567522,0.115054510686747,0.057428067448642,0.000596003048662,0.067363743917412,0.035652824617232,0.064566645855236,0.019374850725082,0.019244104899509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.110343666690024,1.11501089519667,40.562771670368,3.41682999299329,26.7506719708575,0.102088050779272,0.00324990580512,0.016425227784936,0.916519098437118,4.68877805349987,0.003183321599733,0.0001,0.287256083567176,1.10075270624299,0.004837677641206,0.001427670153858,0.180455327702756,0.15818072932646,0.0001,0.030986794126391,0.0001,0.000219689643017,0.068188810257408,0.030342454928843,0.046712699073776,0.030545043506894,0.031612235057717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,7.81476946567836,33.372061262193,2.84038913050752,28.0995880925993,0.110894031681621,0.004542764767197,0.0001,1.01229048988174,7.8282525646925,0.013990526536699,0.0001,0.295171201489968,1.18619665293653,0.005013690774052,0.004001398644596,0.373344220500824,0.222149093318273,0.007107166851535,0.01231615418628,0.000189353508217,0.0001,0.163817378533155,0.041487317240114,0.0001,0.0001,0.002512869096763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,6.59661244540218,29.6528735532755,53.5468412667238,28.1021064181124,0.066521462410522,0.009136561638678,0.0001,0.842323659781198,3.43926840300105,0.010397814078081,0.138257893262199,0.255602706384398,1.54307326239183,0.003661363612462,0.004447564920339,0.273781530163359,0.249773724696531,0.002668784219517,0.00750411562351,0.0001,0.000484679048475,0.073054993358079,0.030849349768286,0.0001,0.006336746570993,0.013817115357063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,5.016313096592,25.9467921456085,0.081773794908683,22.5684009140561,0.040014035865136,0.001964189269248,0.0001,0.648235777543844,1.58202670935239,0.008391647395612,0.0001,0.219971372629806,1.14861274788057,0.003659130996291,0.0001,0.273730703316769,0.210977847546419,0.00770509078836,0.020046190315603,0.021768966444207,0.000244813442181,0.051600374300431,0.035340828750624,0.022685194467431,0.005463499931016,0.013707745957896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,1.71711371358544,12.9675496593701,18.329317510934,17.7670705259803,0.150950127588246,0.009585775925346,0.0001,0.336008133988114,4.44642497520469,0.010431252820999,0.199431351150303,0.181788299337669,1.22714002947973,0.003262246609604,0.0001,0.184682235040615,0.193539506673706,0.0001,0.007682821382629,0.0001,0.0001,0.065595977859108,0.028909502130988,0.0001,0.101517080834059,0.117238040635506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.006921626262527,4.64181757481652,11.7738986143006,3.87343026982074,10.9081195973412,0.04195899152374,0.003457233442897,0.0001,0.253751023125267,2.01230024834361,0.001821501503494,0.0001,0.150746902088296,0.688080333626005,0.000204804422576,0.020319728630686,0.111666519296259,0.165729880509524,0.014099878431019,0.031015958012712,0.009649895954488,0.0001,0.050915635689643,0.03663883585874,0.001626072366027,0.037204091549035,0.048384029949485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,2.28953678514409,12.0292738750409,5.26494661641206,16.3854839256484,0.033651882750585,0.002841684169408,0.0001,0.183502145744556,1.57991509277249,0.007668449869503,0.0001,0.195494398021495,0.686171301650475,0.001502140324434,0.0001,0.208824552022018,0.186978838069567,0.0001,0.012570841606181,0.009627190500934,0.001863585061007,0.141424181115859,0.031690131665522,0.016484591469292,0.018921935614234,0.026881600749618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.046754102936028,1.79237410012094,14.8298097497186,3.00259929861456,20.758124348945,0.048387596840497,0.00536416266282,0.002864936496185,0.337762551589291,2.24471236068067,0.006096522459974,0.041548668543324,0.169011168092359,1.16619348379904,0.003130897455905,0.001204137796714,0.176289313646406,0.406893810378739,0.00321719354937,0.018149443458479,0.005036594934501,0.000561641672938,0.073643402180643,0.027259778243099,0.019504176696205,0.028851850024285,0.029342725494699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.050988612923513,1.30627906472558,12.3847925786133,1.19671155317755,16.591623959089,0.029837119058193,0.000384037957372,0.008949523886034,0.196912379895713,3.195600993547,0.00467273256639,0.0001,0.168585620140905,0.901916959823249,0.005984999087947,0.002642366198074,0.1766684656431,0.239360454196934,0.011138665415386,0.031775787480301,0.0001,0.002313400676819,0.105358553713172,0.026760172097622,0.085856844348729,0.073791560965107,0.07660444898159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.097908253612191,2.628849195925,15.0847846246047,3.57466009007576,12.3590966650039,0.064375959858426,0.000270398294731,0.090028784843501,0.209184385964458,2.15736663012607,0.002903980358536,0.0001,0.430388919961337,0.584340745977834,0.009946859246933,0.0001,0.176687043970869,0.156449664501209,0.0001,0.017422031413834,0.0001,0.002824582461028,0.275457249002845,0.054912085032488,0.017964633718978,0.044687229570668,0.046325282482492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,1.56373278941773,17.8266951525859,57.2630526529533,14.7028198933395,0.047912960842484,0.01154275086014,0.0001,0.242849755290915,7.5197331539991,0.010667104611707,0.0001,0.162603952903507,0.988448560598354,0.003355228404585,0.002582290237857,0.162993823916448,0.178767447220738,0.003491656155551,0.012288843446775,0.0001,0.00343224217971,0.06077311111932,0.033127570360903,0.031262470807564,0.030957310028649,0.040743272625302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.0001,1.94667510775576,10.0919757693554,0.602052307408347,14.1723473362325,0.030524194066632,0.002132004937421,0.0001,0.208542445270776,1.31774070408602,0.008385976418027,0.0001,0.164158406506112,0.933856252197934,0.001527148681762,0.0001,0.168292195999199,0.16648199781001,0.003509510614252,0.012932819215238,0.060466223480791,0.000629357062945,0.062152458361858,0.032175571894638,0.0001,0.017307491324343,0.027401520761187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.012751569929541,2.32700378425058,28.3281572040171,2.15152876807675,20.7023445157048,0.044375876239754,0.004119566017967,0.0001,0.40576278491908,2.83435594015884,0.007015148096944,0.225219254101411,0.32809865657155,1.00905718340508,0.006872112020184,0.002692047471727,0.698470425519328,0.278520515275341,0.024362757004257,0.025953812348501,0.006928311777884,0.004070491329064,0.074886839741013,0.038088139942326,0.060499414715313,0.045705392459391,0.057817177232963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.001203875729609,2.27449663712621,25.8035041624752,1.25299857148756,20.6226886256414,0.044278112894692,0.005442354183386,0.011166589905017,0.431719872184783,4.30781801425504,0.006679039123657,0.01637834278107,0.344974255004474,0.98451985402608,0.062698810131264,0.110524221790532,0.613390040985994,0.267714751406957,0.020743647785143,0.006353144519275,0.0001,0.002757173637328,1.02073506167693,0.030712018940495,0.0001,0.012151768884618,0.02010673138516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.022969312987099,1.4356073559422,11.927786314083,1.23587284671497,14.820541687551,0.031168242775952,0.0001,0.005630150107038,0.165935533364279,1.49351453198126,0.005489891093807,0.0001,0.197441426133853,0.723000185821411,0.00445443037812,0.0001,0.19385870408471,0.150030940315106,0.003178937264995,0.020873943144005,0.0001,0.003583744957592,0.074632136282079,0.035328270780356,0.036588783185573,0.033524872575736,0.034500056932054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.010425350563266,1.59778038991934,12.2024771013865,1.7615083488791,16.064517952361,0.048372957486938,0.002506174129184,0.014562768514918,0.160521054535583,2.32466458713315,0.006415929065765,0.002521629501774,0.17009961700421,0.960982945040444,0.004307405169457,0.003682956882095,0.18294749792051,0.144585248433135,0.015518722267966,0.048117352355414,0.011928462778798,0.002442891452467,0.14427130676019,0.058124139217894,0.041907757513989,0.024042447654611,0.024710089419432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valle de Uco",0.020018673905451,3.14008280194611,22.5911531639625,0.409622569712569,16.4806172281029,0.023347821517506,0.00344137870216,0.0001,0.296058350095404,1.97256828822079,0.007504420633582,0.001513946280643,0.273280797952709,0.816899888781548,0.002588433663992,0.002812734904431,0.44954462698521,0.22643558769455,0.005430535954052,0.021516219933101,0.011262107407535,0.005435811864236,0.050514847287305,0.035044188421011,0.0001,0.045265552506789,0.056928415870083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
